Country,Date,Population,Internet_Penetration (%),Broadband_Speed (Mbps),Mobile_Broadband_Speed (Mbps),GDP_Per_Capita (USD),Education_Attainment_Index (%),Mobile_Data_Usage (GB per User),Digital_Investment (M USD),Digital_Literacy_Score (%),Sentiment_Score (Social Media),5G_Rollout_Status,Urban_Population_Split (%),Rural_Population_Split (%),Latitude,Longitude,Internet_Access_Cost (USD per Mbps),Device_Penetration (%),Cybersecurity_Incidents (Count),E_Commerce_Penetration (%),Government_Digital_Policy_Index (%),Network_Latency (ms),Cloud_Service_Adoption (%),IoT_Device_Density (per 1000 people),AI_Adoption_Index (%),Data_Privacy_Regulation_Strength (%),Energy_Consumption_for_Connectivity (kWh)
Brazil,01-05-2025,74923369,69.33451613,31.21354839,53.92096774,19659.59097,37.39193548,4.722258065,544.5293548,50.73,0.125806452,Planned,47.2116129,52.7883871,43.8065,4.1366,5.59516129,56.61387097,4429,41.75516129,51.73516129,53.49677419,17.29129032,65.01225806,9.615483871,40.91741935,151.0674194
Brazil,01-06-2025,74923369,69.22633333,31.357,54.00233333,19672.03767,37.44366667,4.723666667,545.385,50.69633333,-0.139333333,Partial,52.58066667,47.41933333,43.8065,4.1366,5.56,56.64466667,4252,41.78266667,51.74266667,53.72566667,17.33233333,65.03766667,9.628,40.92666667,150.9633333
Brazil,01-07-2025,74923369,68.9125,31.31,54.2475,19678.125,37.4475,4.73,545.485,50.745,0.35,Planned,45.3575,54.6425,43.8065,4.1366,5.6,56.6675,562,41.8425,51.82,53.2075,17.395,64.9925,9.675,40.99,150.2625
Canada,01-01-2015,27772663,64.42548387,109.1058065,35.29806452,59042.35516,77.29032258,9.845806452,1261.747097,70.22612903,-0.052903226,None,73.49322581,26.50677419,-38.8382,-78.5304,0.991935484,81.05290323,5765,69.72225806,86.44645161,20.15225806,44.86354839,63.09516129,38.61193548,79.85774194,203.0719355
Canada,01-02-2015,27772663,64.33642857,109.1421429,35.54035714,59050.89357,77.31857143,9.86,1262.724643,70.23392857,-0.031785714,None,76.52678571,23.47321429,-38.8382,-78.5304,0.972857143,81.01285714,5275,69.72892857,86.44928571,20.14392857,44.90892857,63.05,38.60892857,79.88428571,203.3014286
Canada,01-03-2015,27772663,64.59548387,109.4148387,35.57,59058.22677,77.35322581,9.861612903,1262.814516,70.23451613,-0.03483871,None,74.71903226,25.28096774,-38.8382,-78.5304,1.001290323,81.05806452,5801,69.79419355,86.40419355,20.15064516,44.9183871,63.12354839,38.63193548,79.86580645,202.7712903
Canada,01-04-2015,27772663,64.44766667,109.8376667,35.75633333,59072.52967,77.43066667,9.885333333,1263.674333,70.277,0.040333333,None,74.23366667,25.76633333,-38.8382,-78.5304,0.96,81.068,5655,69.84133333,86.449,20.36933333,44.93566667,63.12233333,38.65033333,79.884,202.473
Canada,01-05-2015,27772663,64.45354839,109.7874194,35.96709677,59075.97097,77.4316129,9.888387097,1264.846129,70.33322581,-0.123870968,None,73.78225806,26.21774194,-38.8382,-78.5304,0.973870968,81.07612903,5790,69.86258065,86.5,20.46193548,44.94645161,63.23548387,38.64774194,79.87548387,202.6951613
Canada,01-06-2015,27772663,64.56466667,109.7626667,35.99466667,59091.63833,77.49966667,9.889666667,1265.332333,70.38133333,-0.029666667,None,74.45633333,25.54366667,-38.8382,-78.5304,0.992666667,81.113,5596,69.87166667,86.49033333,20.41233333,44.979,63.27066667,38.67933333,79.90033333,203.7543333
Canada,01-07-2015,27772663,64.48806452,110.3703226,36.16709677,59097.89742,77.56580645,9.901935484,1266.813548,70.38806452,-0.102903226,None,73.95806452,26.04193548,-38.8382,-78.5304,0.980645161,81.12709677,5779,69.90548387,86.45483871,20.02032258,45.02483871,63.30193548,38.68806452,79.88290323,203.4954839
Canada,01-08-2015,27772663,64.57677419,110.3641935,36.2816129,59098.78774,77.56,9.901612903,1267.418065,70.38419355,-0.212258065,None,74.19774194,25.80225806,-38.8382,-78.5304,0.98516129,81.19322581,5840,69.95225806,86.47967742,20.31935484,45.05354839,63.29,38.71677419,79.89548387,203.2816129
Canada,01-09-2015,27772663,64.55666667,110.1563333,36.32133333,59112.80633,77.62966667,9.917,1267.622,70.42866667,0.136333333,None,72.74166667,27.25833333,-38.8382,-78.5304,1.012333333,81.15566667,5638,69.96166667,86.51766667,20.25633333,45.04633333,63.35066667,38.714,79.914,202.8156667
Canada,01-10-2015,27772663,64.46032258,110.7941935,36.57,59117.71935,77.6516129,9.925806452,1268.85871,70.46,-0.190645161,None,75.27129032,24.72870968,-38.8382,-78.5304,0.977419355,81.15774194,5805,70.00419355,86.48290323,20.08774194,45.11903226,63.42967742,38.69225806,79.92903226,202.8941935
Canada,01-11-2015,27772663,64.53866667,110.375,36.57633333,59130.80667,77.73433333,9.936,1269.973,70.44266667,-0.152666667,None,75.15233333,24.84766667,-38.8382,-78.5304,0.992,81.23033333,5599,70.02433333,86.50733333,20.13933333,45.11333333,63.49466667,38.71666667,79.91133333,202.5123333
Canada,01-12-2015,27772663,64.45903226,111.1954839,36.89129032,59131.79226,77.72967742,9.939677419,1270.804839,70.51,-0.188709677,None,77.21096774,22.78903226,-38.8382,-78.5304,0.982903226,81.19935484,5805,70.06322581,86.55096774,20.03870968,45.15483871,63.52903226,38.73483871,79.95258065,203.0506452
Canada,01-01-2016,27772663,67.49483871,111.03,36.83451613,59137.65,77.79612903,9.96483871,1271.750968,70.53064516,0.033548387,None,75.61419355,24.38580645,-38.8382,-78.5304,0.991612903,81.2016129,5763,70.10322581,86.53064516,20.13451613,45.12774194,63.54709677,38.79516129,79.91193548,202.7274194
Canada,01-02-2016,27772663,67.41862069,111.3344828,36.88310345,59157.74379,77.81827586,9.950689655,1272.507241,70.5737931,-0.326896552,None,76.40275862,23.59724138,-38.8382,-78.5304,0.941724138,81.24,5413,70.11034483,86.52896552,20.23517241,45.19758621,63.62172414,38.77413793,79.97655172,203.1358621
Canada,01-03-2016,27772663,67.60580645,111.5064516,37.19580645,59154.10097,77.86516129,9.957741935,1272.99129,70.56903226,-0.24,None,75.21129032,24.78870968,-38.8382,-78.5304,0.966774194,81.2516129,5796,70.17709677,86.54322581,20.24290323,45.23645161,63.63806452,38.81774194,79.96935484,202.746129
Canada,01-04-2016,27772663,67.4,111.6906667,37.17433333,59166.459,77.92866667,9.987333333,1274.47,70.57433333,0.110666667,None,77.45633333,22.54366667,-38.8382,-78.5304,0.991333333,81.25733333,5569,70.203,86.541,20.49933333,45.259,63.67533333,38.83733333,79.98533333,203.5163333
Canada,01-05-2016,27772663,67.49032258,111.6764516,37.44193548,59178.32484,77.96193548,9.992903226,1274.45129,70.65064516,-0.13483871,None,74.84612903,25.15387097,-38.8382,-78.5304,0.999354839,81.28967742,5830,70.24580645,86.58193548,20.24064516,45.2883871,63.73129032,38.86,79.98322581,203.1777419
Canada,01-06-2016,27772663,67.47366667,111.8913333,37.60733333,59184.00767,77.95966667,9.985,1275.688333,70.65433333,-0.004333333,None,74.12433333,25.87566667,-38.8382,-78.5304,0.980333333,81.30633333,5654,70.278,86.56866667,20.303,45.27066667,63.78133333,38.87366667,79.97366667,202.2676667
Canada,01-07-2016,27772663,67.51354839,112.1580645,37.58096774,59194.25097,78.04483871,10.01903226,1276.277097,70.65935484,-0.13,None,74.26258065,25.73741935,-38.8382,-78.5304,1.006774194,81.33806452,5883,70.30193548,86.62,20.35645161,45.30741935,63.79483871,38.85741935,79.98354839,202.7483871
Canada,01-08-2016,27772663,67.58709677,112.3664516,37.69516129,59203.22194,78.04129032,10.00548387,1277.385484,70.69709677,-0.023870968,None,76.67419355,23.32580645,-38.8382,-78.5304,0.993225806,81.32612903,5763,70.36322581,86.61387097,20.32064516,45.34580645,63.82064516,38.88387097,79.98709677,202.7909677
Canada,01-09-2016,27772663,67.697,112.72,37.89,59204.812,78.12666667,9.996,1278.211333,70.72266667,-0.060666667,None,75.647,24.353,-38.8382,-78.5304,0.987333333,81.358,5687,70.376,86.56266667,20.223,45.36633333,63.898,38.90366667,80.01733333,202.7986667
Canada,01-10-2016,27772663,67.75290323,112.6770968,38.07419355,59219.73,78.17741935,10.02387097,1279.05129,70.74774194,-0.019032258,None,75.47967742,24.52032258,-38.8382,-78.5304,0.998709677,81.35516129,5825,70.42129032,86.59451613,20.13258065,45.35903226,63.84258065,38.94483871,80.00806452,203.3070968
Canada,01-11-2016,27772663,67.47766667,112.804,38.01166667,59229.94167,78.22233333,10.02666667,1280.234333,70.79333333,-0.028,None,74.38333333,25.61666667,-38.8382,-78.5304,0.976666667,81.381,5661,70.44866667,86.60666667,20.43033333,45.42066667,63.91133333,38.94933333,80.01633333,203.698
Canada,01-12-2016,27772663,67.54580645,112.9732258,38.24225806,59236.11065,78.23806452,10.03258065,1280.388387,70.79806452,-0.11,None,73.63612903,26.36387097,-38.8382,-78.5304,0.961935484,81.39258065,5778,70.46387097,86.60903226,20.36451613,45.43451613,64.02,38.9383871,80.04935484,203.5064516
Canada,01-01-2017,27772663,70.44516129,113.0806452,38.31645161,59238.77258,78.3283871,10.04096774,1282.024516,70.8083871,0.04,None,74.66903226,25.33096774,-38.8382,-78.5304,0.971290323,81.43483871,5797,70.51516129,86.58516129,20.38483871,45.45451613,64.07677419,38.97032258,80.05387097,203.2329032
Canada,01-02-2017,27772663,70.44035714,113.205,38.55642857,59250.40393,78.32464286,10.05392857,1282.346429,70.84571429,-0.036428571,None,76.50392857,23.49607143,-38.8382,-78.5304,0.993928571,81.43285714,5261,70.59392857,86.61392857,19.97107143,45.49107143,64.06821429,38.98357143,80.03785714,203.37
Canada,01-03-2017,27772663,70.29612903,113.2109677,38.62129032,59255.73452,78.35645161,10.07645161,1283.442581,70.88258065,0.044193548,None,74.30967742,25.69032258,-38.8382,-78.5304,0.974516129,81.42967742,5833,70.57709677,86.64483871,20.32193548,45.50032258,64.14,39.03774194,80.08096774,203.163871
Canada,01-04-2017,27772663,70.27233333,113.6426667,38.64566667,59270.787,78.421,10.07366667,1283.463,70.898,-0.093,None,73.84933333,26.15066667,-38.8382,-78.5304,0.997333333,81.46233333,5632,70.629,86.64233333,20.29233333,45.55766667,64.16966667,38.98466667,80.08633333,203.247
Canada,01-05-2017,27772663,70.18870968,113.6629032,38.77580645,59287.36484,78.46193548,10.08774194,1284.299355,70.91,0.067096774,None,74.42290323,25.57709677,-38.8382,-78.5304,0.979677419,81.52387097,5829,70.64774194,86.67,20.82419355,45.58290323,64.16290323,39.07709677,80.05451613,202.9896774
Canada,01-06-2017,27772663,70.459,113.72,39.00433333,59285.831,78.48966667,10.08166667,1285.653333,70.96766667,0.153666667,None,74.417,25.583,-38.8382,-78.5304,0.968333333,81.50633333,5595,70.69833333,86.68166667,20.41766667,45.57466667,64.22766667,39.07733333,80.07533333,203.047
Canada,01-07-2017,27772663,70.28580645,114.5483871,39.16548387,59297.75548,78.55451613,10.10967742,1286.690968,70.9616129,0.074193548,None,72.31064516,27.68935484,-38.8382,-78.5304,0.951935484,81.53,5813,70.73129032,86.6616129,20.17516129,45.62419355,64.20741935,39.08677419,80.13258065,203.2641935
Canada,01-08-2017,27772663,70.24096774,114.5545161,39.31354839,59303.37774,78.59612903,10.11354839,1287.351613,71.01354839,0.016451613,None,76.60032258,23.39967742,-38.8382,-78.5304,0.979354839,81.56096774,5852,70.74677419,86.69258065,20.34967742,45.64806452,64.36096774,39.08935484,80.11612903,202.8829032
Canada,01-09-2017,27772663,70.29333333,114.2213333,39.38733333,59313.45467,78.59533333,10.133,1288.868,71.03566667,-0.071,None,73.84733333,26.15266667,-38.8382,-78.5304,0.990666667,81.53433333,5617,70.812,86.66033333,20.28666667,45.66233333,64.429,39.10933333,80.084,203.266
Canada,01-10-2017,27772663,70.25064516,114.7906452,39.51709677,59320.72613,78.65516129,10.13096774,1288.873226,71.03709677,-0.061290323,None,76.34064516,23.65935484,-38.8382,-78.5304,0.97483871,81.57387097,5779,70.82645161,86.68774194,20.21516129,45.6783871,64.42322581,39.13741935,80.10258065,202.5048387
Canada,01-11-2017,27772663,70.358,115.0383333,39.609,59325.89167,78.70233333,10.136,1289.562,71.04866667,0.049,None,72.152,27.848,-38.8382,-78.5304,0.987,81.593,5550,70.833,86.685,20.399,45.70666667,64.512,39.14566667,80.11533333,202.666
Canada,01-12-2017,27772663,70.39645161,114.7506452,39.66548387,59333.22484,78.75258065,10.15096774,1290.870968,71.09612903,0.029677419,None,74.28387097,25.71612903,-38.8382,-78.5304,0.966451613,81.64774194,5830,70.88322581,86.75129032,20.91967742,45.74612903,64.5783871,39.15354839,80.13129032,203.6441935
Canada,01-01-2018,27772663,73.03193548,115.3019355,39.8216129,59339.60484,78.80645161,10.13129032,1291.750968,71.12967742,-0.008709677,None,75.69129032,24.30870968,-38.8382,-78.5304,0.978387097,81.62516129,5820,70.94,86.75419355,20.33129032,45.75290323,64.47354839,39.16387097,80.1383871,202.806129
Canada,01-02-2018,27772663,73.18142857,115.7285714,40.12785714,59351.70464,78.81,10.14571429,1292.458929,71.135,-0.106071429,None,74.81892857,25.18107143,-38.8382,-78.5304,1.000357143,81.63071429,5271,70.95285714,86.71535714,20.1525,45.78142857,64.58678571,39.16678571,80.17678571,203.0896429
Canada,01-03-2018,27772663,73.06612903,115.5125806,39.99193548,59361.72129,78.86870968,10.18290323,1293.741935,71.20354839,-0.153225806,None,73.00290323,26.99709677,-38.8382,-78.5304,0.998387097,81.65741935,5790,70.98806452,86.74225806,19.95645161,45.83032258,64.64548387,39.20032258,80.17903226,202.7619355
Canada,01-04-2018,27772663,73.012,115.6586667,40.19066667,59368.02567,78.92666667,10.161,1293.906,71.225,-0.178666667,None,74.345,25.655,-38.8382,-78.5304,0.992333333,81.64733333,5594,70.998,86.77233333,20.30233333,45.86633333,64.69233333,39.185,80.17966667,203.2853333
Canada,01-05-2018,27772663,72.9883871,115.4812903,40.37419355,59378.66645,78.92129032,10.17129032,1294.943226,71.22903226,0.139354839,None,76.98225806,23.01774194,-38.8382,-78.5304,0.980645161,81.67806452,5842,71.03935484,86.78032258,20.16451613,45.84741935,64.68258065,39.22612903,80.18225806,203.2254839
Canada,01-06-2018,27772663,72.908,116.0693333,40.42066667,59385.01433,79.007,10.178,1295.53,71.24966667,0.092,None,74.90033333,25.09966667,-38.8382,-78.5304,0.982666667,81.72666667,5654,71.069,86.76166667,20.09133333,45.931,64.789,39.268,80.189,203.338
Canada,01-07-2018,27772663,73.03709677,116.0758065,40.57903226,59395.02129,79.0316129,10.18935484,1297.100968,71.28483871,-0.035806452,None,73.79580645,26.20419355,-38.8382,-78.5304,0.978387097,81.72,5812,71.08709677,86.76741935,20.19387097,45.90612903,64.77225806,39.26548387,80.17612903,202.7216129
Canada,01-08-2018,27772663,72.99967742,116.3219355,40.72645161,59406.37452,79.06677419,10.21032258,1298.09129,71.28935484,-0.134193548,None,76.65193548,23.34806452,-38.8382,-78.5304,0.980322581,81.70806452,5778,71.15064516,86.76967742,20.20967742,45.9583871,64.80935484,39.27967742,80.19451613,203.7196774
Canada,01-09-2018,27772663,73.08933333,116.4523333,40.79533333,59409.33933,79.13766667,10.21866667,1298.486,71.29833333,0.01,None,75.295,24.705,-38.8382,-78.5304,1.017333333,81.77866667,5660,71.22233333,86.811,20.03866667,45.99833333,64.81933333,39.31766667,80.215,203.17
Canada,01-10-2018,27772663,72.98225806,116.62,40.90419355,59421.49387,79.1516129,10.22322581,1299.577419,71.36580645,-0.017741935,None,74.77032258,25.22967742,-38.8382,-78.5304,0.988064516,81.78483871,5811,71.1983871,86.79580645,20.27451613,45.97322581,64.8883871,39.36322581,80.23322581,202.4464516
Canada,01-11-2018,27772663,73.07966667,117.043,41.01066667,59430.86233,79.24266667,10.236,1299.796,71.356,0.020666667,None,73.302,26.698,-38.8382,-78.5304,0.988333333,81.78533333,5617,71.27233333,86.815,20.38866667,46.01766667,64.98666667,39.33266667,80.239,203.3303333
Canada,01-12-2018,27772663,73.10387097,116.9996774,41.24677419,59439.17452,79.27258065,10.22419355,1300.75871,71.37967742,-0.03483871,None,72.12580645,27.87419355,-38.8382,-78.5304,1,81.81806452,5774,71.24483871,86.81290323,20.02612903,46.04064516,64.98096774,39.35612903,80.25419355,203.5522581
Canada,01-01-2019,27772663,75.46677419,116.9125806,41.24967742,59448.89484,79.26677419,10.25096774,1301.551613,71.39774194,-0.104516129,Full,78.30548387,21.69451613,-38.8382,-78.5304,0.963870968,81.83354839,5835,71.30677419,86.81419355,20.13645161,46.06483871,65.01741935,39.35419355,80.21612903,203.4545161
Canada,01-02-2019,27772663,75.34178571,117.4071429,41.56785714,59452.34357,79.35035714,10.25892857,1302.858214,71.46357143,-0.145714286,Full,73.28142857,26.71857143,-38.8382,-78.5304,0.992142857,81.82428571,5235,71.33607143,86.85464286,20.09428571,46.07714286,65.11035714,39.3925,80.25678571,202.8807143
Canada,01-03-2019,27772663,75.36774194,117.3764516,41.65967742,59457.85903,79.37580645,10.27258065,1303.736129,71.47419355,0.124193548,Full,74.21258065,25.78741935,-38.8382,-78.5304,0.946774194,81.85322581,5839,71.37096774,86.85032258,20.36096774,46.12064516,65.14322581,39.39580645,80.24806452,202.736129
Canada,01-04-2019,27772663,75.362,117.551,41.577,59457.843,79.41166667,10.28066667,1304.466667,71.494,0.053333333,Full,74.81166667,25.18833333,-38.8382,-78.5304,0.98,81.88033333,5573,71.393,86.87233333,20.10533333,46.153,65.225,39.40966667,80.28866667,203.0263333
Canada,01-05-2019,27772663,75.30032258,117.8254839,41.95129032,59471.37645,79.44225806,10.27419355,1304.830968,71.51096774,0.141935484,Full,76.74193548,23.25806452,-38.8382,-78.5304,0.972258065,81.84774194,5757,71.45774194,86.85193548,20.31935484,46.14322581,65.20290323,39.41322581,80.27451613,202.7248387
Canada,01-06-2019,27772663,75.46833333,118.0093333,41.98833333,59487.29333,79.48066667,10.30366667,1304.366333,71.52633333,-0.062,Full,71.95333333,28.04666667,-38.8382,-78.5304,0.978,81.90966667,5583,71.48466667,86.84733333,20.568,46.219,65.253,39.458,80.28766667,203.1183333
Canada,01-07-2019,27772663,75.51419355,118.2322581,42.09354839,59495.06129,79.55129032,10.31064516,1306.40129,71.56354839,-0.042903226,Full,74.66193548,25.33806452,-38.8382,-78.5304,0.963870968,81.93322581,5799,71.51258065,86.87,20.09580645,46.2183871,65.2783871,39.48096774,80.29129032,203.0822581
Canada,01-08-2019,27772663,75.4983871,118.1667742,42.20645161,59496.74355,79.59516129,10.29580645,1306.701613,71.58580645,-0.161290323,Full,71.39903226,28.60096774,-38.8382,-78.5304,0.967741935,81.93645161,5822,71.54322581,86.88483871,20.29580645,46.25548387,65.34967742,39.47032258,80.32193548,203.6164516
Canada,01-09-2019,27772663,75.45066667,118.7036667,42.31166667,59510.54733,79.61966667,10.30966667,1308.271667,71.608,-0.018,Full,74.153,25.847,-38.8382,-78.5304,1.032333333,81.95933333,5624,71.61233333,86.91633333,20.121,46.29266667,65.42766667,39.49666667,80.346,202.9096667
Canada,01-10-2019,27772663,75.44096774,119.0212903,42.40225806,59513.46516,79.66483871,10.33193548,1309.01,71.66129032,-0.019032258,Full,72.77935484,27.22064516,-38.8382,-78.5304,0.969677419,81.99096774,5804,71.63064516,86.88096774,20.25967742,46.29451613,65.41967742,39.5316129,80.29870968,203.1406452
Canada,01-11-2019,27772663,75.554,119.1186667,42.52633333,59527.78433,79.71333333,10.335,1309.767,71.69566667,-0.004333333,Full,71.84966667,28.15033333,-38.8382,-78.5304,0.998333333,81.99566667,5628,71.65633333,86.90366667,20.24233333,46.309,65.43533333,39.57833333,80.3,202.6103333
Canada,01-12-2019,27772663,75.30483871,119.1558065,42.69548387,59533.34484,79.72903226,10.34290323,1310.703548,71.69483871,0.005483871,Full,75.44354839,24.55645161,-38.8382,-78.5304,0.976774194,82.02806452,5848,71.65870968,86.88612903,20.06419355,46.32548387,65.54677419,39.57258065,80.3383871,203.8545161
Canada,01-01-2020,27772663,85.1716129,119.3332258,42.78354839,59535.73903,79.78645161,10.34451613,1311.430323,71.72129032,0.286129032,Full,74.27,25.73,-38.8382,-78.5304,1.001612903,82.03225806,5823,71.70806452,86.92064516,20.21774194,46.36774194,65.52645161,39.59225806,80.3516129,203.1480645
Canada,01-02-2020,27772663,85.30724138,119.3927586,42.93965517,59556.88034,79.85310345,10.35482759,1312.602414,71.74931034,0.119655172,Full,75.47689655,24.52310345,-38.8382,-78.5304,0.965517241,82.04758621,5427,71.76068966,86.92689655,20.57655172,46.39103448,65.59137931,39.58241379,80.39,203.0662069
Canada,01-03-2020,27772663,85.53258065,119.5277419,43.13580645,59556.93194,79.86935484,10.37258065,1313.026129,71.78903226,-0.036129032,Full,75.57645161,24.42354839,-38.8382,-78.5304,0.962903226,82.06322581,5812,71.75451613,86.95064516,20.58677419,46.44129032,65.68870968,39.58935484,80.3616129,203.2164516
Canada,01-04-2020,27772663,85.29766667,119.5446667,43.11433333,59575.164,79.93866667,10.376,1314.322,71.79266667,0.154333333,Full,77.58,22.42,-38.8382,-78.5304,0.957333333,82.08533333,5597,71.84966667,86.91933333,20.385,46.455,65.65766667,39.62933333,80.40266667,203.1846667
Canada,01-05-2020,27772663,85.45548387,119.8609677,43.35967742,59577.19903,79.94064516,10.38645161,1315.337742,71.85032258,0.298709677,Full,73.36096774,26.63903226,-38.8382,-78.5304,0.994516129,82.06806452,5818,71.84387097,86.96064516,20.62870968,46.4616129,65.72806452,39.66419355,80.37645161,202.7741935
Canada,01-06-2020,27772663,85.4,120.2503333,43.48533333,59587.61133,79.999,10.38933333,1315.911333,71.82433333,0.390333333,Full,76.165,23.835,-38.8382,-78.5304,0.984666667,82.143,5560,71.915,86.97366667,20.36666667,46.47233333,65.77633333,39.67333333,80.384,202.4946667
Canada,01-07-2020,27772663,85.47645161,119.95,43.62290323,59596.79516,80.04774194,10.39548387,1316.681935,71.88483871,0.262903226,Full,76.08258065,23.91741935,-38.8382,-78.5304,0.973548387,82.09032258,5814,71.90483871,86.96451613,19.9416129,46.52548387,65.76419355,39.68225806,80.38967742,203.0251613
Canada,01-08-2020,27772663,85.48677419,120.4512903,43.89258065,59606.18452,80.08258065,10.40322581,1317.547097,71.87935484,0.167096774,Full,75.06903226,24.93096774,-38.8382,-78.5304,0.963870968,82.15612903,5812,71.97064516,87.00096774,20.33419355,46.53612903,65.83709677,39.68064516,80.38354839,203.1009677
Canada,01-09-2020,27772663,85.41,120.6966667,43.869,59608.42533,80.10333333,10.40866667,1318.418667,71.932,0.423,Full,76.15333333,23.84666667,-38.8382,-78.5304,0.948666667,82.15633333,5604,71.98333333,86.998,20.31033333,46.55833333,65.83666667,39.68966667,80.44433333,202.6986667
Canada,01-10-2020,27772663,85.46258065,120.5741935,44.00419355,59618.28194,80.17548387,10.43387097,1319.093226,71.94612903,0.206129032,Full,77.55451613,22.44548387,-38.8382,-78.5304,0.967096774,82.16,5811,72.02096774,87.00290323,20.36903226,46.5816129,65.87483871,39.71290323,80.40483871,202.9067742
Canada,01-11-2020,27772663,85.53033333,120.739,44.08833333,59632.28167,80.21533333,10.43966667,1319.556667,71.98733333,0.11,Full,71.84733333,28.15266667,-38.8382,-78.5304,0.983666667,82.18266667,5630,72.02633333,86.99633333,20.156,46.62766667,65.96233333,39.74866667,80.42966667,203.2263333
Canada,01-12-2020,27772663,85.48709677,120.9219355,44.2883871,59633.76323,80.27354839,10.44677419,1320.74129,72.02419355,0.325806452,Full,77.36129032,22.63870968,-38.8382,-78.5304,0.980645161,82.20096774,5789,72.06645161,87.01290323,20.65258065,46.66645161,66.01419355,39.77774194,80.45225806,202.9041935
Canada,01-01-2021,27772663,87.75677419,121.1687097,44.38806452,59642.92613,80.28258065,10.44967742,1321.28871,72.00903226,0.270967742,Full,75.58258065,24.41741935,-38.8382,-78.5304,0.981290323,82.20870968,5793,72.15258065,87.0516129,20.42225806,46.67387097,66.07387097,39.80548387,80.45645161,202.9325806
Canada,01-02-2021,27772663,87.74321429,121.3207143,44.39035714,59650.89,80.35071429,10.48357143,1323.41,72.02392857,0.082857143,Full,73.84607143,26.15392857,-38.8382,-78.5304,0.954642857,82.26428571,5255,72.155,87.04071429,19.92357143,46.68285714,66.06964286,39.83142857,80.46857143,202.5460714
Canada,01-03-2021,27772663,87.61580645,121.236129,44.5716129,59658.00065,80.35806452,10.47258065,1322.947742,72.07741935,0.050322581,Full,75.95580645,24.04419355,-38.8382,-78.5304,0.936129032,82.25612903,5739,72.19741935,87.07774194,20.51774194,46.68548387,66.11516129,39.7983871,80.46193548,203.0074194
Canada,01-04-2021,27772663,87.63566667,121.6456667,44.82066667,59664.97433,80.423,10.47333333,1324.748,72.08766667,0.092333333,Full,74.602,25.398,-38.8382,-78.5304,0.958333333,82.28266667,5602,72.219,87.098,20.36766667,46.742,66.16533333,39.828,80.48733333,203.0956667
Canada,01-05-2021,27772663,87.78451613,121.7625806,44.98129032,59685.52097,80.44677419,10.46483871,1324.520968,72.10064516,0.040645161,Full,75.95580645,24.04419355,-38.8382,-78.5304,1.020645161,82.30967742,5801,72.24193548,87.0716129,20.55870968,46.75935484,66.17419355,39.84064516,80.48870968,203.2990323
Canada,01-06-2021,27772663,87.62366667,121.8523333,45.07533333,59692.89867,80.51533333,10.492,1326.106,72.11866667,0.447,Full,76.02533333,23.97466667,-38.8382,-78.5304,0.954,82.32633333,5613,72.25733333,87.06633333,20.32766667,46.78966667,66.30733333,39.869,80.48366667,203.1503333
Canada,01-07-2021,27772663,87.60516129,122.1929032,45.02774194,59693.22871,80.56483871,10.50645161,1325.971935,72.15096774,0.211935484,Full,75.77032258,24.22967742,-38.8382,-78.5304,1.005483871,82.30935484,5831,72.2816129,87.08870968,20.47354839,46.79741935,66.28129032,39.86129032,80.48709677,202.7625806
Canada,01-08-2021,27772663,87.66612903,122.5396774,45.36354839,59699.49129,80.61387097,10.50903226,1327.845484,72.20645161,0.060645161,Full,76.06290323,23.93709677,-38.8382,-78.5304,0.954193548,82.33354839,5764,72.34419355,87.05451613,20.26129032,46.85774194,66.33612903,39.8916129,80.46064516,203.3064516
Canada,01-09-2021,27772663,87.81933333,122.5966667,45.378,59711.05467,80.62466667,10.52466667,1327.961667,72.20333333,0.247333333,Full,75.728,24.272,-38.8382,-78.5304,0.966333333,82.34566667,5604,72.375,87.09933333,20.15833333,46.90133333,66.30666667,39.918,80.53466667,202.832
Canada,01-10-2021,27772663,87.59,122.74,45.43806452,59718.45258,80.69387097,10.52967742,1328.880645,72.23032258,0.151290323,Full,77.55774194,22.44225806,-38.8382,-78.5304,0.983225806,82.36935484,5833,72.41064516,87.07903226,20.19580645,46.88032258,66.42,39.94548387,80.51419355,202.8267742
Canada,01-11-2021,27772663,87.655,122.6826667,45.65066667,59730.96167,80.713,10.53533333,1329.878,72.30333333,0.165333333,Full,76.416,23.584,-38.8382,-78.5304,0.976,82.42133333,5643,72.44966667,87.13266667,20.106,46.91766667,66.46633333,39.941,80.52733333,202.563
Canada,01-12-2021,27772663,87.67387097,123.1729032,45.87451613,59737.03742,80.7583871,10.54096774,1330.399355,72.29387097,0.19483871,Full,74.60129032,25.39870968,-38.8382,-78.5304,0.986774194,82.36806452,5808,72.47548387,87.12225806,20.2983871,46.93516129,66.51032258,39.97483871,80.53354839,202.4364516
Canada,01-01-2022,27772663,81.60096774,123.1490323,45.79387097,59746.99548,80.79806452,10.53193548,1331.495806,72.32677419,0.255806452,Full,74.75870968,25.24129032,-38.8382,-78.5304,0.941290323,82.41935484,5795,72.50032258,87.13774194,19.87451613,46.99451613,66.56387097,39.96709677,80.55548387,202.7103226
